text,news_link,outlet,topic,type,label,label_opinion,biased_words
Here are three obvious but important ways the media demonstrated a disgusting partisan slant instead of good journalism.,https://thefederalist.com/2015/02/04/3-ways-media-hacks-are-dangerously-politicizing-vaccines/,Federalist,vaccines,right,1,Expresses writer’s opinion,['disgusting']
The Times’ about-face was just one example of a little Orwellian campaign that’s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are “anti-science.”,https://thefederalist.com/2015/02/13/the-orwellian-campaign-to-project-anti-vaccination-onto-republicans/,Federalist,vaccines,right,1,Expresses writer’s opinion,"['shoehorning', 'shopworn', 'trope', 'Orwellian']"
"For those who think this country needs baseball now to raise its depressed spirits, you might consider a cautionary historical precedent, the Summer of Swat of 1998.",https://www.alternet.org/2020/04/why-trump-is-so-eager-to-bring-back-professional-sports/,Alternet,sport,left,0,Expresses writer’s opinion,[]
"After all, not only was the intrepid, all-controlling/all-seeing hero of their meta-theory—Donald Trump—roundly defeated at the polls, but the anonymous persona at the center of the cult has dropped from sight.",https://www.alternet.org/2020/11/qanons-biggest-prediction-has-failed--but-dont-expect-the-conspiracy-fueled-cult-to-go-away/,Alternet,gun control,left,1,Expresses writer’s opinion,"['intrepid', 'hero', 'meta-theory']"
"The president has called for a tough response to the protests in order to ""dominate the streets"" and has threatened to call in active-duty troops to quell unrest in cities where local authorities were unable to do so. ",https://eu.usatoday.com/story/news/politics/2020/06/07/trump-orders-national-guard-leave-washington-dc/3170144001/,USA Today,trump-presidency,center,0,Somewhat factual but also opinionated,['quell']
"Backlash against marginalized communities doesn’t surprise University of Southern California Professor Chris Freeman, whose work primarily focuses on 20th century gay and lesbian studies.",https://www.nbcnews.com/feature/nbc-out/why-are-so-many-white-nationalists-virulently-anti-lgbt-n794466,MSNBC,white-nationalism,left,0,Entirely factual,[]
Trump repeats vow to defeat 'radical left' in July Fourth speech,https://www.reuters.com/article/us-usa-julyfourth-trump/trump-repeats-vow-to-defeat-radical-left-in-july-fourth-speech-idUSKBN2450N2,Reuters,vaccine,nan,0,Entirely factual,[]
"Colleen Shogan, who would be the first woman to run the National Archives and Records Administration (NARA), faced her second hearing before the Senate Homeland Security and Governmental Affairs Committee after every Republican on the committee voted against confirming her in September.",https://www.foxnews.com/politics/hawley-slams-biden-nominee-stonewalling-past-tweets-unbelievable,Fox News,elections-2020,nan,0,nan,nan
This would make for a much better “feminist” movie than that stupid flop about Ruth Bader Ginsberg.,https://www.breitbart.com/entertainment/2019/03/07/nolte-charlotte-kirk-metoo-heroine-warner-bros-text-scandal/,Breitbart,#metoo,nan,1,nan,nan
"There can be no serious discussion of this issue, however, in 60-second sound bites. So, beyond the soak-the-rich shtick that shades every Democratic economic debate point, the candidates resorted to two tactics: shock and sob stories.",https://thefederalist.com/2019/08/15/student-debt-willingly-took-not-problem-solve/,Federalist,student-debt,right,1,Expresses writer’s opinion,"['soak-the-rich', 'shtick', 'shock', 'sob', 'stories']"
Perhaps the next step will be to shoot would-be migrants in the legs as Trump demanded in 2019.”,https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,Alternet,immigration,nan,1,nan,nan
"The leader of India, Prime Minister Narendra Modi, has been groomed by the right-wing, xenophobic and Islamophobic Rashtriya Swayamsevak Sangh (RSS) along with its polticial arm, the Bharatiya Janata Party (BJP).",https://www.alternet.org/2020/01/hindu-fascism-an-all-american-threat/,Alternet,international-politics-and-world-news,left,1,Somewhat factual but also opinionated,"['groomed', 'xenophobic']"
"In the latest born-again-Kanye news, it’s been reported that the newly-saved rapper is headlining the prayer rally Awaken 2020, which will also be headed up by a bunch of Trump-supporting anti-LGBTQ rights fanatics.",http://feedproxy.google.com/~r/thedailybeast/articles/~3/1ZsQ9zBsU88/kanye-wests-dark-turn-to-the-anti-gay-christian-right,Daily Beast,marriage-equality,nan,1,Somewhat factual but also opinionated,"['fanatics', 'newly-saved']"
"Thus far in the 2020 presidential campaign, Biden has flippantly downplayed the threat from China, only to quickly walk back his comments when he faced backlash.",https://thefederalist.com/2020/05/29/heres-25-questions-joe-biden-needs-to-answer-about-china/,Federalist,vaccines,right,1,Somewhat factual but also opinionated,"['flippantly', 'backlash', 'threat']"
"But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand, Cory Booker, Bernie Sanders, and Kamala Harris – all of whom extensively used air travel, including private jets – throughout the years in office.",nan,Fox News,environment,right,0,Entirely factual,[]
"If the measures pass, a person would not need to be charged with a crime or even accused of one for their gun to be taken away.",https://www.foxnews.com/us/virginia-democrats-say-they-have-reached-a-deal-on-red-flag-gun-law,Federalist,gun-control,right,0,Entirely factual,[]
Hartford Police Chief Jason Thody and two deputy chiefs drew a cheer from the crowd of peaceful protesters outside the police station as they also knelt with them to show support and denounce the actions that led to Floyd’s death in Minnesota.,http://feedproxy.google.com/~r/breitbart/~3/jPdt3qQv2Ro/,Breitbart,black lives matter,right,0,Entirely factual,[]
"A professor who teaches climate change classes — a subject some would question as a legitimate area of study — said she has seen students who suffer fear, grief, stress, and anxiety about the future.",https://www.breitbart.com/politics/2019/05/09/professor-climate-change-causes-anxiety-and-trumps-election-makes-it-worse/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,environment,right,0,No agreement,[]
Rowling added that the current regime of trans extremists are far more misogynistic than any old time sexists have ever been.,http://feedproxy.google.com/~r/breitbart/~3/qGgoobMZYVs/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,"['misogynistic', 'extremists', 'regime']"
"The measure, which passed the House 62-55 and now moves to the state Senate, also aims to keep abortions legal.",http://feeds.reuters.com/~r/Reuters/domesticNews/~3/wI2lXfS6NaU/us-illinois-abortion-idUSKBN17R2VJ,Reuters,abortion,nan,1,nan,nan
"In addition to calling for severe funding cuts to Seattle police, CHAZ protests have been oozing with socialist slogans, propaganda and demands.",https://www.foxnews.com/opinion/george-floyd-riots-socialists-radicals-hijacking-peaceful-protests-justin-haskins,Fox News,marriage-equality,nan,1,Somewhat factual but also opinionated,['propaganda']
"While the major baseball leagues won’t be affected much by tariffs on Chinese imports, everyone from Double A players down through the office softball team will be.",https://www.alternet.org/2019/09/everything-you-need-to-play-baseball-is-made-in-china-and-getting-hit-by-trumps-tariffs/,Alternet,sport,left,0,Entirely factual,[]
"It’s the golden age of women in science, technology, engineering and mathematics.",https://www.today.com/popculture/all-women-s-super-bowl-ad-helping-close-stem-gender-t173003,MSNBC,gender,left,0,Somewhat factual but also opinionated,[]
Lebanese citizens from across sectarian divides came together in a rare display in unity late last year after proposed tax hikes enraged an already struggling populace.,https://www.nbcnews.com/news/world/journalists-injured-clashes-between-lebanese-forces-protesters-n1116751?cid=public-rss_20200116,MSNBC,international-politics-and-world-news,left,1,Entirely factual,['enraged']
"Well, lo and behold, the shooting that always comes after unchecked looting, the painfully obvious result of what happens when Democrat politicians allow their cities to be burned with impunity, of what happens when the establishment media openly cheerlead and encourage their Antifa Brownshirts, has now happened.",http://feedproxy.google.com/~r/breitbart/~3/cT_erPwcnfw/,Breitbart,black lives matter,right,0,Expresses writer’s opinion,"['obvious', 'cheerlead', 'painfully', 'openly']"
It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.,https://thefederalist.com/2018/06/27/was-gorsuch-worth-a-trump-presidency-its-starting-to-look-that-way/,Federalist,trump-presidency,right,1,Expresses writer’s opinion,['dramatically']
"In Spain, hundreds of thousands of women, wearing purple and raising their fists, took to the streets of cities around the country calling for greater gender equality.",https://www.reuters.com/article/us-womens-day/gender-equality-rights-on-agenda-on-international-womens-day-idUSKCN1QP18R?feedType=RSS&feedName=topNews,Reuters,gender,center,0,Entirely factual,[]
"Four states will hold their primary contests on Tuesday night, despite Georgia and Louisiana each postponing their elections previously scheduled for a few weeks later over concerns of the spreading Wuhan virus.",https://thefederalist.com/2020/03/16/wuhan-virus-disrupts-2020-primary-calendar-as-states-postpone-elections/,Federalist,elections-2020,right,1,Somewhat factual but also opinionated,"['Wuhan', 'virus']"
"""We as a people are unbreakable,"" Crawley said.",https://www.reuters.com/world/us/gunman-racist-buffalo-shooting-faces-life-without-parole-sentencing-2023-02-15/,Reuters,gun-control,nan,0,nan,nan
"But Christian right leaders are also not about to let medical science supersede their authority, much less get in the way of their quest for power and cold, hard cash.",https://feeds.feedblitz.com/~/620375368/0/alternet_all~The-Christian-right%e2%80%99s-perverse-hostility-to-science-is-definitely-going-to-get-people-killed/,Alternet,vaccine,nan,1,Expresses writer’s opinion,"['quest', 'power', 'cold', 'hard', 'cash']"
